state,state_abbrev,jurisdiction,jurisdiction_type,date_enacted,duration,legal_basis,trigger,current_status,affected_projects,outcome,has_verify_tags,verify_count,cite_count,activity_level,enacted_status,moratorium_id,latitude,longitude,date_enacted_iso,date_enacted_uncertainty,duration_days,duration_kind,current_end_date_iso,sectors,trigger_categories
Florida,FL,Manatee County,County,Commissioners directed staff to draft the ordinance 2026-07-28; the Board of County Commissioners applied the Pending Ordinance Doctrine and adopted Ordinance No. 26-42 on 2026-09-22 (first noticed for public hearing 2026-09-04; Planning Commission review 2026-09-17).,"Twelve-month moratorium on submission and acceptance of applications for building permits, site plans, development orders, development agreements, special permit uses, rezonings, and comprehensive plan amendments related to 'Data Center Facilities' in unincorporated Manatee County, or until repealed, whichever occurs first; may be extended by Board resolution.",Manatee County Ordinance No. 26-42,SB 484 (effective 2026-07-01) established local authority over large-load customers; county's land development code and comprehensive plan do not adequately address data centers.,Active as of 2026-09-23 (adopted the day before); twelve-month moratorium running through approximately 2027-09-22.,,Twelve-month moratorium ordinance (No. 26-42) adopted.,False,0,0,Low,active,fl-manatee-county-2026,27.521393,-82.380157,2026-09-22,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""grid_energy"",""water""]"
Florida,FL,Marion County,County,"Board of County Commissioners voted 4-1 on the substantive motion, then 5-0 on a subsequent procedural vote to adopt the ordinance, at a public hearing 2026-09-15/16 (hearing held 2026-09-15 at the McPherson Governmental Campus; reported 2026-09-16).","12-month (365-day) moratorium on accepting or processing applications for major commercial data centers, AI processing hubs, and cryptocurrency-mining operations, applying to development permits, site plans, rezonings, and conditional-use permits; exempts smaller facilities using under 50 megawatts, which may still proceed through the county's standard Special Use Permit process.",Marion County Board of County Commissioners ordinance (specific ordinance number not located in reviewed sources); adopted 2026-09-15.,"Concerns over water consumption from the Floridan Aquifer (including Outstanding Florida Springs Silver Springs and Rainbow Springs), power-grid strain, noise, and county staff's stated lack of readiness/criteria to evaluate large data-center applications; balanced against a proposed roughly $10 billion facility that proponents said could generate significant tax revenue and jobs.","Active as of 2026-09-23; 12-month moratorium adopted 2026-09-15, with an exemption for facilities under 50 MW that can still apply via Special Use Permit.",An unnamed proposed data-center facility reported by proponents at the hearing as a roughly $10 billion project that could generate about $155 million in tax revenue.,"12-month moratorium adopted (4-1 substantive vote; 5-0 procedural adoption vote), with exemptions for sub-50-MW facilities that drew a dissenting vote from Commissioner Kathy Bryant, who opposed the carve-out.",False,0,0,Low,active,fl-marion-county-2026,29.218245,-82.062695,2026-09-15,exact,365,fixed_days,,"[""data_center"",""cryptocurrency_mining""]","[""water"",""grid_energy"",""noise"",""environmental"",""regulatory_gap""]"
Florida,FL,Nassau County,County,"Adopted on final hearing 2026-06-08 by the Nassau County Board of County Commissioners (motion by Commissioner Gray, seconded by Commissioner Farmer, approved); first reading was 2026-05-11, following direction to draft on 2026-04-13.","12 months from the effective date, or until an ordinance amending the Comprehensive Plan, Land Development Regulations, and/or Code of Ordinances relating to Data Center Facilities takes effect, whichever occurs first (Ordinance 2026-044, Section 6). Effective date is upon filing with the Florida Secretary of State per s. 125.66.","Nassau County Ordinance No. 2026-044, ""Imposing a Temporary Moratorium on the Acceptance, Review, or Approval of Applications for Development Permits, Development Orders, Rezoning, or Site Plans Related to Data Centers, Data Processing Facilities, Data Mining or Cryptocurrency Mining Operations ... Within Unincorporated Nassau County, Florida.""",Board directed staff to draft the moratorium in April 2026 to allow time to study and adopt comprehensive-plan and land-development-code provisions for data centers before accepting further applications; a companion resolution (2026-102) created a Fact-Finding Committee on Data Center Development that met repeatedly through June 2026.,"Active as of 2026-07-31. Checked the June 22, July 13, and July 27, 2026 BOCC agendas; no repeal, amendment, or extension item found. Applies only to unincorporated Nassau County.",No specific pending project named in the ordinance itself; adopted preemptively alongside the Fact-Finding Committee on Data Center Development.,"Ordinance adopted on final hearing 2026-06-08; moratorium in effect for up to 12 months or until permanent Data Center Facility regulations are adopted, whichever is sooner.",False,0,0,Low,active,fl-nassau-county-2026,30.662433,-81.770733,2026-06-08,exact,365,fixed_days,,"[""data_center"",""cryptocurrency_mining""]","[""regulatory_gap"",""infrastructure_capacity"",""grid_energy"",""environmental""]"
Florida,FL,North Port,City,"City Commission voted 4-1 to advance the ordinance on first reading 2026-09-08 (after a nearly seven-hour public hearing beginning 2026-08-31); adopted on second and final reading by a 3-2 vote 2026-09-22 (Commissioners Stokes, Langdon and Mayor Emrich in favor; Commissioners Petrow and Duval against).","18-month moratorium on the acceptance and approval of new data-center applications. As finally adopted, the ordinance excludes (does not apply to) the roughly 896,000-square-foot data-center facility already proposed for the Yorkshire-area 'Deep Park' development: staff may still accept, process and review that application, but the city cannot approve it without a City Commission vote. The ordinance also allows any developer to request an 'extraordinary hardship' exception (e.g., permits already issued, substantial expenditure already made), decided case-by-case by the Commission.",City of North Port ordinance (specific ordinance number not located in reviewed sources); adopted on second/final reading 2026-09-22.,"A roughly 896,000 sq ft ('Deep Park') data-center application, part of a larger 282-acre mixed-use development, submitted 2026-07-20 after a non-disclosure agreement (entered August 2025) expired; hundreds of residents packed multiple public hearings (2026-08-31 and 2026-09-22) in opposition, citing water, noise, and infrastructure concerns.","Active as of 2026-09-23 (adopted the day before, 3-2); 18-month moratorium on new data-center applications, but the already-pending ~896,000 sq ft Deep Park data-center application is excluded from the pause (city staff may still process it; Commission approval is still required) rather than being retroactively swept in.","The 'Deep Park' data-center proposal: roughly 896,000 sq ft of buildings (about 123,200 sq ft of office space) on land near Yorkshire Street/Oleander Drive, part of a broader 282-acre 'employment epicenter' development; excluded from the moratorium's coverage as finally adopted.",18-month moratorium adopted 3-2 on second/final reading 2026-09-22; the pending Deep Park application was excluded from coverage after the city attorney warned that including it could expose the city to litigation.,False,0,0,Low,active,fl-north-port-2026,27.044224,-82.235925,2026-09-22,exact,548,fixed_days,,"[""data_center""]","[""specific_project"",""water"",""noise"",""grid_energy""]"
Florida,FL,Palm Beach County,County,Board of County Commissioners approved zoning in progress effective 2026-07-07 and directed staff to prepare a formal moratorium ordinance.,Interim administrative freeze: staff directed not to accept new large-load-customer data center applications until a formal ordinance is presented for adoption. The contemplated formal ordinance would run until the earlier of one year after its adoption or the enactment of permanent regulations.,"Board of County Commissioners zoning-in-progress directive, 2026-07-07 (formal ordinance not yet adopted as of the reviewed sources)",Followed opposition to Project Tango and other large-load data center proposals.,"Active as of 2026-09-23. The July 7 interim intake freeze remains in force. The formal one-year moratorium ordinance (defining a 'large-scale' facility at 50 MW+ peak demand, with site-wide load aggregation to prevent parcel-splitting, and carve-outs for hurricane-damaged parcels) passed first reading unanimously 7-0 on 2026-08-27; the Board is scheduled to hold the second and final public hearing and possible formal adoption on 2026-09-24 (i.e., the day after this research date), so the ordinance had not yet been finally adopted as of 2026-09-23. [VERIFY instrument number for the July 7 interim zoning-in-progress directive; still not located in an official numbered document]",Project Tango (Central Park Commerce Center data center expansion),,True,1,0,Low,active,fl-palm-beach-county-2026,26.627980,-80.449417,2026-07-07,exact,,until_event,,"[""data_center""]","[""regulatory_gap"",""land_use_compatibility""]"
Florida,FL,Panama City,City,Adopted on second/final reading by the City Commission 2026-09-23 (Ordinance 3313); first public hearing held 2026-09-08.,"One-year moratorium on new data center proposals, giving city staff 12 months to study impacts and develop permanent zoning rules; does not apply to existing facilities or routine maintenance.",City of Panama City Ordinance 3313,Regulatory-gap/precautionary; part of a wave of Bay County-area moratoria.,Active as of 2026-09-23 (adopted the same day); one-year pause on new large-scale data center proposals.,,One-year moratorium adopted on second reading.,False,0,0,Low,active,fl-panama-city-2026,30.158652,-85.660294,2026-09-23,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Florida,FL,Pasco County,County,"Commissioners unanimously approved 2026-07-14, following a Planning Commission recommendation 2026-06-11 and a first BOCC hearing 2026-06-16.","One-year moratorium pausing covered development approvals for server or computer rooms exceeding 2.5 MW in unincorporated Pasco County while the county studies definitions and environmental, utility, and financial impacts.",Pasco County ordinance (signed ordinance number and exact expiration date not located in reviewed sources).,,"Active as of 2026-09-23. Confirmed via WUSF (public radio) and the county's own pre-adoption ordinance text (agenda packet), which sets a 12-month duration 'or until such time as repealed by the Board, whichever occurs first.' No extension, repeal, or replacement found through 2026-09-23.",,,False,0,0,Low,active,fl-pasco-county-2026,28.298852,-82.452671,2026-07-14,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""grid_energy""]"
Florida,FL,Pensacola,City,First reading passed 7-0 on 2026-07-16; adopted on second and final reading by a 7-0 vote at the 2026-08-13 City Council Regular Meeting as Ordinance No. 11-26 (agenda item 'Proposed Ordinance No. 13-26').,Proposed one-year moratorium on city approvals for data centers and other large-load-customer facilities with anticipated monthly peak demand of at least 50 MW; would take effect five business days after final adoption.,"City of Pensacola Ordinance No. 11-26 (introduced as Proposed Ordinance No. 13-26; adopted 2026-08-13 on second reading, 7-0)",,Active as of 2026-09-23; the one-year moratorium on large-scale data centers and large-load-customer facilities (50 MW+) was adopted on second and final reading 2026-08-13 by a 7-0 vote (Ordinance No. 11-26).,,,False,0,0,Low,active,fl-pensacola-undated,30.421309,-87.216915,2026-08-13,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Florida,FL,Pinellas Park,City,Placed on first reading 2026-07-21; adopted unanimously at the 2026-08-11 public hearing as Ordinance 2026-22.,Proposed one-year moratorium on data center approvals.,"Pinellas Park Ordinance 2026-22, adopted 2026-08-11",Followed American Tower's May 2026 filing to redevelop an industrial property at 10700 76th Court N. into a data-processing facility.,"Active as of 2026-09-23; the City Council voted unanimously 2026-08-11 to adopt Ordinance 2026-22, a 12-month moratorium on data centers and 'large load customer facilities' (50 MW+ anticipated monthly peak load). The pause ends at the earlier of a land development code amendment or 12 months (i.e. on or about 2026-08-11-2027).","American Tower Corporation's proposed ~17,653 sq ft data-processing facility east of Belcher Road (10700 76th Court N.); American Tower's counsel asked the council for a continuance to negotiate regulations, which the council declined.",,False,0,0,Low,active,fl-pinellas-park-undated,27.842803,-82.699544,2026-08-11,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""specific_project""]"
Florida,FL,Santa Rosa County,County,"Adopted at a special meeting 2026-07-23, following a first hearing 2026-07-09 (which followed a 2026-06-22 3-1 vote directing staff to draft the ordinance).",12-month moratorium on large-scale data centers and large-load-customer facilities in unincorporated Santa Rosa County; permanent rules may be developed sooner than the 12-month endpoint.,"Santa Rosa County ordinance (signed ordinance, ordinance number, vote tally, and exact effective/expiration dates not located in reviewed sources).",Several residents requested a permanent ban instead of a temporary moratorium.,"Active as of 2026-09-23. Confirmed via the county's own BOCC Special Rezoning Meeting agenda (2026-07-23) and the Santa Rosa Press Gazette (local paper of record), both corroborating the PNJ reporting that the ordinance was adopted at the 2026-07-23 special meeting. [VERIFY instrument/ordinance number: still not located in a signed county document as of 2026-09-23]",,,True,1,0,Low,active,fl-santa-rosa-county-2026,30.696450,-87.009752,2026-07-23,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Florida,FL,Sarasota County,County,County commissioners voted 2026-07-08.,"Halts acceptance, review, and approval of hyperscale data center proposals for at least one year, through July 2027, while staff evaluates permanent rules.",Commission vote / administrative freeze; a signed ordinance or resolution number was not located in reviewed sources.,Followed an XF Group inquiry concerning a site along Cattlemen Road; covers facilities at the state-law threshold of at least 50 MW.,"Active as of 2026-09-23; the Commission's 2026-07-08 vote directed an immediate halt on acceptance, review and approval of hyperscale (50 MW+) data-center applications until at least July 2027 while permanent rules are developed. Commissioners Neunder and Smith indicated in July they would return in August seeking a permanent ban, but no subsequent vote finalizing a permanent ban or amending the freeze was found through 2026-09-23. [VERIFY instrument number: still no numbered resolution/ordinance located; the action continues to be reported only as a Commission vote/administrative freeze]","XF Group inquiry, Cattlemen Road site",,True,1,0,Low,active,fl-sarasota-county-2026,27.181361,-82.360919,2026-07-08,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""grid_energy""]"
Florida,FL,Washington County,County,"Board of County Commissioners voted unanimously to approve the moratorium 2026-08-20 (Thursday), following a public hearing.","One-year moratorium on data-center development in unincorporated Washington County (municipalities Chipley, Wausau, and Caryville are not covered, as they control their own development). A facility is defined as a data center if more than 5% of a building's gross floor area is used for computer systems/hardware/racks, in addition to an electrical-usage threshold, with anti-fragmentation language to prevent splitting a project across smaller buildings. May be extended by a further ordinance if permanent regulations are not ready in time.",Washington County ordinance (specific ordinance number not located in reviewed sources); adopted 2026-08-20.,Regulatory gap; county comprehensive plan and land development code do not adequately address data-center infrastructure and public-safety impacts.,"Active as of 2026-09-23; one-year moratorium adopted 2026-08-20, applies only to unincorporated Washington County.",,One-year moratorium adopted unanimously.,False,0,0,Low,active,fl-washington-county-2026,30.600934,-85.676203,2026-08-20,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""grid_energy""]"
Florida,FL,Zephyrhills,City,"Final approval 2026-06-22 by City Council, following a unanimous first reading 2026-06-08.","One-year moratorium on city approvals for data centers, large-scale data centers, and large-load customer facilities.",City of Zephyrhills Ordinance 1523-26,Precautionary measure; city staff said no data center proposal was pending at the time of adoption.,"Active as of 2026-09-23. Confirmed directly against the City of Zephyrhills' official Code of Ordinances index (Municode), which lists 'Ordinance No. 1523-26 ... Adopted 6/22/26' establishing the temporary moratorium; the intervening ordinances adopted through 2026-08-24 (Nos. 1524-26 through 1528-26) are unrelated (mobile food vending, stormwater, sanitation/water rates, LDC procedures), confirming the moratorium has not been repealed or replaced.",,,False,0,0,Low,active,fl-zephyrhills-2026,28.233620,-82.181195,2026-06-22,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Adel (Cook County),City,2026-07-06,180 days,"Resolution No. 26-02, imposing a 180-day moratorium on accepting, processing, or considering data center site applications and issuing construction permits",regulatory_gap,Active as of 2026-07-06,,Mayor and council adopted Resolution No. 26-02 imposing a 180-day data center moratorium,False,0,0,High,active,ga-adel-cook-county-2026,31.137136,-83.423494,2026-07-06,exact,180,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Albany,City,2026-07-28,"12 months, with an option to extend an additional 6 months",Albany City Commission vote adopting a 12-month halt on all new data center development,"Growing statewide concern about data center development, following consideration of 180-day, 12-month, and 18-month options",Adopted unanimously; not independently re-checked past publication,Not identified in captured news coverage,"City commissioners unanimously approved a 12-month halt on all new data center development, with an option to extend 6 more months",False,0,0,High,active,ga-albany-2026,31.578206,-84.155681,2026-07-28,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Appling County,County,"2026-08-04, Appling County Board of Commissioners resolution signed by the Chairman and attested by the County Clerk","40 days from adoption (to about 2026-09-13), unless lifted earlier or regulations adopted; extendable after a public hearing","Appling County Board of Commissioners Resolution declaring a temporary 40-day emergency moratorium on data center facilities (electrical permits, conditional use permits, development permits, site plans, building permits) in unincorporated Appling County","County code, development regulations and zoning do not address data center facilities",Adopted 2026-08-04 for 40 days (to about 2026-09-13); whether it was extended after a public hearing was not found as of 2026-09-23.,None named,Commissioners adopted a 40-day emergency moratorium on data center approvals pending code revisions.,False,0,0,High,active,ga-appling-county-2026,31.777144,-82.299627,2026-08-04,exact,40,fixed_days,,"[""data_center""]","[""regulatory_gap"",""grid_energy""]"
Georgia,GA,Athens-Clarke County,County,2025-12-02,Initial moratorium through 2026-03-06; extended through 2026-06-05 by Ordinance 26-03-19 (2026-03-03); replaced 2026-04-07,"Ordinance 25-12-117 (initial); Ordinance 26-03-19 (extension adopted 2026-03-03 by unanimous vote, ""AN ORDINANCE TO IMPOSE, CONTINUE, AND EXTEND A TEMPORARY EMERGENCY MORATORIUM ON THE ESTABLISHMENT OF NEW DATA CENTERS""); replacement text amendment to Title IX held over and adopted 2026-04-07","Existing zoning did not specifically address data centers; concerns about utilities, contamination, water, and land use",Replaced,No specific project identified in captured records,New rules allow data centers in heavy industrial zones with tighter review and closed-loop cooling requirements,False,0,0,High,replaced,ga-athens-clarke-county-2025,33.959272,-83.379471,2025-12-02,exact,,until_date,,"[""data_center""]","[""regulatory_gap"", ""infrastructure_capacity"", ""environmental"", ""water"", ""land_use_compatibility""]"
Georgia,GA,Augusta-Richmond County,County,"2026-06-02 (Augusta Commission imposed a 49-day pause on new data centers at its Tuesday June 2, 2026 meeting, per same-day WRDW reporting); 2026-07-21 (Commission unanimously extended by 60 days and required three community hearings before any vote on permanent rules)",Initial 49 days from 2026-06-02; extended 60 days on 2026-07-21 (running to approximately 2026-09-19),"Augusta Commission action on a Planning and Development recommendation; 49-day moratorium adopted 2026-06-02, extended 60 days 2026-07-21. Instrument numbers not located.",Ongoing consideration of a permanent data-center ordinance; extension adds three public hearings before any vote,"Replaced 2026-09-15; the Augusta Commission adopted a 29-page data center ordinance 6-5 (bans data centers in residential/agricultural zones, tiered approvals, 65/60 dB limits, 500-ft buffers, closed-loop cooling) and rejected, 5-6, a motion to extend the moratorium another 30 days. Instrument numbers not located.",Not identified in captured news coverage,"49-day moratorium (2026-06-02) extended 60 days on 2026-07-21, then replaced by a permanent data center ordinance adopted 6-5 on 2026-09-15; the QTS Gordon Highway campus remains exempt.",False,0,0,High,replaced,ga-augusta-richmond-county-undated,33.468546,-82.070154,2026-06-02,exact,49,fixed_days,2026-09-15,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Ball Ground,City,Ball Ground City Council vote in mid-August 2026 (reported 2026-08-17),Not stated in accessible sources,Ball Ground City Council moratorium on data center applications (instrument and term not published in accessible sources),"Give staff time to draft data center regulations, following Cherokee County's moratorium",Active as of 2026-09-23 per reporting; City Council paused data center applications in August 2026 while staff work on an ordinance. [VERIFY instrument number; primary source (news-only evidence) not confirmed at confidence 0.5 in the 2026-09 refresh],None named,City Council adopted a moratorium on data center applications.,True,1,0,High,active,ga-ball-ground-2026,34.338226,-84.376571,2026-08,month_only,,unknown,,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Banks County,County,Banks County Board of Commissioners approved a data center moratorium in August 2026 (reported 2026-08-16); extended at a September 2026 meeting through 2027-03-09,Initial term not stated in accessible text; extended through 2027-03-09,Banks County Board of Commissioners moratorium on data centers to update the county code; extended (with an R-1 zoning moratorium) through 2027-03-09,Update county code to address data centers,Active/extended as of 2026-09-23; moratorium adopted August 2026 and extended in September 2026 through 2027-03-09. [VERIFY instrument number; primary source (news-only evidence) not confirmed at confidence 0.6 in the 2026-09 refresh],None named,Board adopted and then extended a data center moratorium while updating the county code.,True,1,0,High,extended,ga-banks-county-2026,34.337860,-83.497003,2026-08,month_only,,until_date,,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Bloomingdale,City,"2026-08-20, Bloomingdale City Council, unanimous (Thursday meeting), Resolution No. 2026-012",Through 11:59 p.m. on 2027-02-16 (about six months),Resolution No. 2026-012 (City of Bloomingdale) declaring a moratorium on acceptance of applications relating to establishment or expansion of data centers,OpenAI's Project Camellia in neighboring Effingham County; protect residents' access to power and water,"Active as of 2026-09-23; moratorium adopted 2026-08-20 bars data center applications, permits and licenses in Bloomingdale through 2027-02-16.",None in city; OpenAI project in Effingham County cited,City Council unanimously adopted a six-month data center moratorium while the city studies regulations.,False,0,0,High,active,ga-bloomingdale-2026,32.132425,-81.299002,2026-08-20,exact,,until_date,,"[""data_center""]","[""specific_project"",""water"",""grid_energy"",""regulatory_gap""]"
Georgia,GA,Brooks County,County,2026-02-02,"Original 90-day term (to 2026-05-02) extended by Board action (FA040-2026, 2026-05-04); per the July 6, 2026 regular-meeting minutes the moratorium remains in effect until 2026-12-31.",Resolution 26-R-01,County wanted fact-finding time on safety concerns and regulation of data center facilities,"Active/extended as of 2026-09-23; July 6, 2026 Board minutes (item FA068-2026, Data Center Ordinance) state the moratorium remains in effect until 2026-12-31 while a five-member committee (including two commissioners) drafts a permanent data center ordinance; a committee-creation item was on the July 27 work session. No ordinance adoption appears in the August 3 or August 31 minutes or the September 8 agenda.",No specific project identified in captured records,"Study/drafting period ongoing as of 2026-06-29; Board directed staff to draft specific criteria for a permanent data center ordinance, teed up for the July 6, 2026 meeting. Final adoption status not confirmed as of 2026-07-31.",False,0,0,High,extended,ga-brooks-county-2026,30.833656,-83.595839,2026-02-02,exact,90,fixed_days,2026-12-31,"[""data_center""]","[""regulatory_gap"", ""fire_safety"", ""land_use_compatibility""]"
Georgia,GA,Bulloch County,County,2026-02-17,"Extended to Dec. 31, 2026 (from the original 90-day term) per the May 5, 2026 vote, unless the Board acts sooner.",Bulloch County Board of Commissioners resolution adopted 2026-02-17 [VERIFY: news reporting (WJCL) confirms board action; resolution number not located on county website as of 2026-04-29],Data centers were not listed as permitted or conditional uses; county sought time to decide whether to prohibit or regulate them,"Active as of 2026-09-23; moratorium remains in effect through Dec. 31, 2026. The proposed outright ban text amendment (tabled 3-2 on Aug. 4, 2026) was brought back and rejected 4-3 (with Chairman David Bennett's tiebreaker vote) at the Sept. 1-2, 2026 meeting, leaving the existing moratorium in place. The Board separately voted 6-0 to establish a 21-member 'Working Group on Data Centers,' with commissioner nominees due by the Sept. 15, 2026 meeting.",No imminent deal identified by county chair,County study and potential zoning clarification,True,1,0,High,extended,ga-bulloch-county-2026,32.384634,-81.744832,2026-02-17,exact,90,fixed_days,2026-12-31,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Calhoun (Gordon County),City,"2026-04-27 (Calhoun City Council unanimously passed a 90-day preemptive moratorium resolution at its Monday April 27, 2026 meeting, running through at least July 27); extended six additional months by unanimous (3-0) council vote on 2026-06-08 after a public hearing","Extended through the second council meeting in January 2027, identified in the minutes as 2027-01-25","Calhoun City Council resolution (adopted unanimously 2026-04-27) halting all applications for zoning decisions, land disturbance permits and licenses for data centers; extended by council vote following a public hearing on 2026-06-08. Resolution numbers not published in sources reviewed.",regulatory_gap,Active/extended as of 2026-09-23; moratorium runs through 2027-01-25 (last week of January 2027) per the June 8 extension; no replacement ordinance reported.,,City Council unanimously extended its data center moratorium for six additional months after a public hearing at which several residents opposed data centers,False,0,0,High,extended,ga-calhoun-gordon-county-undated,31.531178,-84.614328,2026-04-27,exact,,until_date,2027-01-25,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Camden County,County,"May 5, 2026 (Tuesday), per GPB/The Current reporting on the Camden County Board of Commissioners meeting, which is corroborated by the earlier May 2, 2026 article reporting the vote was scheduled for 'Tuesday.'",6 months,"Camden County Board of Commissioners resolution adopting a 6-month moratorium on data centers, adopted May 5, 2026 with the exclusion of sections 4, 5, 6, and 7 of the proposal as originally drafted by District 3 Commissioner Cody Smith.","Growing statewide concern about energy-hungry data center operations, amid a contemporaneous Kingsland rezone vote","Active as of 2026-09-23; adopted by a Camden County Board of Commissioners vote on May 5, 2026, with the ordinance excluding sections 4, 5, 6, and 7 of the originally proposed resolution. GPB (in partnership with The Current) reports Camden as the first coastal Georgia county to adopt such a moratorium. No numbered resolution identifier was located in GPB's reporting or elsewhere. [VERIFY instrument number: still not located as of 2026-09-23]",Not identified in captured news coverage,County commissioners voted to adopt a 6-month moratorium on data centers,True,1,0,High,active,ga-camden-county-2026,30.929821,-81.622507,2026-05-05,exact,180,fixed_days,2026-11-01,"[""data_center""]","[""grid_energy"",""regulatory_gap""]"
Georgia,GA,Carroll County,County,"Board of Commissioners approved a 100-day moratorium on data center and battery energy storage system permits in unincorporated Carroll County at its March 3, 2026 meeting (7-0); extended for another 100 days at the June 3, 2026 meeting (7-0).","100 days from March 3, 2026 (or until zoning revisions adopted); extended 100 days on June 3, 2026; a third 100-day moratorium approved 7-0 on August 4, 2026, running to approximately 2026-11-12.","Carroll County Board of Commissioners resolution adopted March 3, 2026, applicable only to unincorporated Carroll County; extension resolution adopted June 3, 2026.","Significant surge in planning, development, and construction of data centers and battery energy storage facilities nationally and in Georgia; the county's zoning ordinance (from the 1990s) did not contemplate these uses.","Active/extended as of 2026-09-23; on 2026-08-04 the Board of Commissioners approved (7-0) a third 100-day moratorium on data center permits, running to about 2026-11-12, while a draft ordinance covering data centers, solar farms and battery storage (reviewed at the July 30 work session) moves toward Planning and Zoning hearings; the board expected to review the ordinance at its December meeting.",Not specified in sources reviewed,"Third 100-day moratorium adopted 2026-08-04; permanent ordinance for data centers, solar and battery storage still in draft.",False,0,0,High,extended,ga-carroll-county-2026,33.558800,-85.064127,2026-03-03,exact,100,fixed_days,2026-11-12,"[""data_center"",""battery_storage""]","[""regulatory_gap"",""infrastructure_capacity"",""noise"",""environmental""]"
Georgia,GA,Cedartown,City,"Cedartown City Commission unanimously approved Resolution 4, 2026 at its March 23, 2026 meeting.",Six months per the city manager's public statement ahead of the vote.,"Cedartown City Commission Resolution 4, 2026, adopted March 23, 2026 (unanimous).",City wanted time to study how other jurisdictions were regulating data centers before adopting its own rules.,"Enacted March 23, 2026; no subsequent news of extension, replacement, or expiration was located in this research pass.",Not specified in sources reviewed,Study moratorium; outcome pending as of sources reviewed,False,0,0,High,active,ga-cedartown-2026,34.012442,-85.255940,2026-03-23,exact,183,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Georgia,GA,Chamblee,City,"2026-07-21, Chamblee City Council regular meeting, unanimous","180 days, through 2027-01-16",Chamblee City Council temporary moratorium suspending acceptance of applications relating to new data centers (sponsored by At-Large Councilmember Jimmy Furst),"Review code after DeKalb County rejected proposed data center standards (June 23); energy, water, tree canopy, stormwater, noise concerns",Active as of 2026-09-23; 180-day moratorium adopted 2026-07-21 runs through 2027-01-16.,None named,Council adopted a 180-day moratorium on data center applications to review its code.,False,0,0,High,active,ga-chamblee-2026,33.892176,-84.298830,2026-07-21,exact,180,fixed_days,,"[""data_center""]","[""regulatory_gap"",""water"",""grid_energy"",""noise"",""environmental""]"
Georgia,GA,Chatham County,County,"2026-09-11, Chatham County Board of Commissioners, unanimous vote at a Friday meeting","155 days, expiring 2027-02-16; may be extended by up to 60 days","Ordinance of the Chatham County Board of Commissioners creating new subsection 3-102 of Article I, imposing a temporary moratorium on development or conversion activity for large-scale data centers (10 MW or greater) and prohibiting conversion of warehouses/industrial buildings of 200,000 sq ft or more to data center use in unincorporated Chatham County, with automatic sunset","OpenAI's $20B Effingham County project; county lacks rules addressing large data centers' electricity, water and residential compatibility","Active as of 2026-09-23; 155-day moratorium adopted 2026-09-11 on 10 MW+ data centers and large warehouse conversions in unincorporated Chatham County, expiring 2027-02-16 unless extended (up to 60 days).",None named; OpenAI Project Camellia in adjacent Effingham County cited,Board unanimously enacted a 155-day moratorium and directed a study of conditions for data center development.,False,0,0,High,active,ga-chatham-county-2026,31.966889,-81.062601,2026-09-11,exact,155,fixed_days,,"[""data_center""]","[""specific_project"",""regulatory_gap"",""water"",""grid_energy"",""land_use_compatibility""]"
Georgia,GA,Cherokee County,County,2026-07-22,"Initial 30 days (adopted 2026-07-21/22); extended by 180 days on 2026-08-18, for a total of about 210 days, running through approximately mid-February 2027 (2027-02-14) unless ended early or extended.","Cherokee County Board of Commissioners resolution instituting a 30-day moratorium on data center applications (July 2026), extended by a Board resolution adopted 2026-08-18 enacting a 180-day moratorium on acceptance of applications for permits, land disturbance, land use amendments, rezoning, conditional use permits, variances and public hearing applications related to data centers. Resolution numbers not published in the sources reviewed.",Growing statewide concern about data center development; county plans a public hearing to consider a longer extension,"Active/extended as of 2026-09-23; on 2026-08-18 the Board of Commissioners unanimously extended the data center moratorium by 180 days, running through approximately 2027-02-14. County reports no pending or approved data center applications and no dedicated data center ordinance yet.",Not identified in captured news coverage,Board unanimously adopted a 30-day moratorium in July 2026 and on 2026-08-18 unanimously extended it by 180 days while staff research and draft data center standards.,False,0,0,High,extended,ga-cherokee-county-2026,34.239126,-84.472027,2026-07-22,exact,30,fixed_days,2027-02-14,"[""data_center""]","[""regulatory_gap""]"
